ngapak,indonesia,contributor,source_type,source_detail,notes
piyambak,sendiri,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
playon,berlari,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
plintir,memutar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
plonga,terbuka,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
plontos,botak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
plorot,jatuh,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
plung,jatuh ke air,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
pojok,pojok,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
polah,tingkah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
polos,lurus,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
pompa,pompa,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
pondok,pondok,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
popok,popok,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
poran,biarkan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
poso,puasa,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
pothol,putus,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
potong,memotong,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
powotan,jembatan bambu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
prapatan,perempatan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
prei,libur,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
prepeg,ramai,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
prepegan,ramai,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
priben,bagaimana,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
prihatin,sedih,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
priksa,memeriksa,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
pring,bambu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
priwe,bagaimana,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
prungu,mendengar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
pulih,sembuh,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
pulo,pulau,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
puluh,puluh,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
pundhak,bahu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
punggung,punggung,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
pungkasan,terakhir,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
punjul,unggul,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
pupus,hilang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
pusat,pusat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
puter,berputar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
putih,putih,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
putra,anak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
putren,jagung muda,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
putri,anak perempuan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
putu,cucu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
puyeng,pusing,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rabi,menikah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rada,agak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rajang,iris,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rama,bapak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rames,nasi campur,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rampung,selesai,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rancak,bagus,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
randa,janda,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
randha,janda,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rangu,bingung,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rasa,rasa,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rasan-rasan,bergosip,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rata,rata,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
raup,cuci muka,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rawa,rawa,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rawun,kukus,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
reang,ramai,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rebah,panen,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rebo,rabu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rebut,merebut,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rebyeg,repot,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rega,harga,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
reget,kotor,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rekasa,sengsara,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rembel,lebat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rembug,berunding,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
remuk,hancur,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rendeng,musim hujan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
renggang,jarang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
renggut,menarik paksa,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
repeg,mencari kayu bakar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
resep,resep,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
resik,bersih,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rewang,membantu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rewang-rewang,bantu-bantu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rewel,banyak bicara,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
reyang,bising,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
reyot,rapuh,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ribut,ribut,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rika,kamu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ringkes,ringkas,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ringkih,lemah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ripat,lipat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
riri,iri,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
risak,rusak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
risban,kursi panjang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
risi,jijik,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rogol,jatuh,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
romed,meracau,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ronda,jaga malam,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rosa,kuat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
roso,rasa,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rosok,barang bekas,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rowas-rawes,berantakan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ruag,rusak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rubés,licik,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rukun,harmonis,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rumangsa,merasa,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rumiyin,dahulu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rumpek,sempit,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rungkad,rimbun,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
rungu,mendengar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
runtah,sampah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
runyam,rumit,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ruwag,rusak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
saben,setiap,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sabit,sabit,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sadhingan,terserah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
saged,bisa,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
saka,dari,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
salah,salah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
salin,ganti,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sambat,mengeluh,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sambung,menyambung,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sampluk,memukul,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sanget,sangat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sangga,menopang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sangu,bekal,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
santri,santri,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sapa,siapa,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
saput,selimut,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sara,sakit,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sare,tidur,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
saring,menyaring,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sarta,serta,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
saru,tidak sopan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sat,kering / airnya kering,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
satru,kue kering dari kacang kedelai,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
satus,seratus,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sayah,lelah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
seboréhé,sepuas-puasnya sampai bosan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sebut,menyebut,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sedhela,sebentar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sedhih,sedih,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sedhilit,sebentar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sedhingah,terserah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sedulur,saudara,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sedéla,sebentar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sega,nasi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
seger,segar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sego,nasi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sejen,berbeda,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sejiman,selusin,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sején,lain / beda,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sek,sebentar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sekang,dari,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
seket,lima puluh,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
selak,keburu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
selamet,selamat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
selang,meminjam,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
selaras,selaras,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
selawé,dua puluh lima,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
selek,pilih,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
selip,menyisipkan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
semanger,"ramai, meriah",project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
semaur,menjawab,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
semblothongan,sembarangan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
semedi,bertapa,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
semendhing,sedikit,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
seminggu,seminggu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
semlenger,"kagum, terpesona",project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
semrawut,berantakan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
semriwing,angin semilir,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
seneng,senang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sengaja,sengaja,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sengit,benci,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
senthong,kamar tidur,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sepethit,sedikit,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sepisan,sekali,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sepisan maning,sekali lagi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sepur,kereta api,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sepurané,minta maaf,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
seret,berat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
serong,miring,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
setengi,sedikit,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sethithik,sedikit,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sewelas,angka sebelas,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sewu,seribu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
siji,satu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
siki,sekarang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sikil,kaki,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sinau,belajar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sing,yang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
singkud,sifat kuping kencang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sira,kamu (lebih halus),project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
siwur,gayung air,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
slamet,selamat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
slenta,"selingkuh, tidak fokus tujuan",project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
slepa,tempat rokok racikan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sliramu,kamu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
slonjor,posisi duduk kaki lurus,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sogi,diberi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
soléd,alat dapur untuk membolak-balik gorengan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sorot,menyorot,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sragen,tempat menyimpan barang digantung,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
srawung,bergaul,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sregep,rajin,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sring,sering,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sripilan,bonus / tambahan penghasilan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sriping,keripik,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
sruput,menyeruput,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
suda,berkurang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
takon,bertanya,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tandur,menanam,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tangi,bangun,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tangis,menangis,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tangkep,menangkap,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tapa,bertapa,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tata,menata,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tatag,tegar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tatu,luka,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
teken,tanda tangan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tekun,rajin,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
telek,kotoran,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
teles,mudah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
telu,tiga,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tembang,lagu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
temen,"sangat, sekali",project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
temenan,benar / tidak bohong,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
temu,bertemu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
temurun,turun,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tenan,benar-benar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tengi,sedikit,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tengu,binatang kecil merah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tepak,tepat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tepes,serabut kelapa,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tepi,tepi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tesih,masih,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tetep,tetap,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
teyeng,bisa,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
thukul,tumbuh,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tidokna,menunjukkan / memperlihatkan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tilik,menjenguk,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tindak,pergi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tindakne,melakukan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tingkring,duduk jongkok di atas kursi/benda,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
titis,tepat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tlaten,tekun / ulet,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tluthuh,getah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tok,saja,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tomo,semangat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tonggo,tetangga,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tonton,menonton,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
top bangel,hati berdebar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
topeng,topeng,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
trabatan,tenda,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tresna,cinta,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
trima,terima,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
trukah,membuka lahan/usaha baru,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tudung,caping petani,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tugel,potong,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tuku,beli,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tuli/teli,partikel penegas,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tulis,menulis,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tulung,tolong,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tum,dibungkus daun pisang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tuma,kutu kepala,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tumpuk,menumpuk,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tuna,kurang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tunggu,menunggu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
turu,tidur,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
turut,sepanjang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tutup,menutup,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
tuwuh,tumbuh,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ubad,obat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ubah,berubah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ubak,rambut pendek,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ubang,berlubang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ubarampe,perlengkapan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ubed,memutar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ubeng,berkeliling,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
uber,mengejar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ubin,ubin / lantai,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
uble,meluap kecil,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
